date,open,high,low,close,Adj Close,volume
2014-06-30,819.900024,832.700012,819.900024,821.549988,798.345032,1544025
2014-07-01,823,827.950012,815,823.299988,800.045532,1910343
2014-07-02,830.799988,842,825.5,839.900024,816.176697,1906681
2014-07-03,841,845.299988,831.349976,836.799988,813.164307,1515685
2014-07-04,836.799988,858.950012,835.099976,856.650024,832.453552,1407997
2014-07-07,859.900024,860.700012,835.849976,840.450012,816.711182,2032992
2014-07-08,844,848.349976,820,829.25,805.827576,1683068
2014-07-09,828,834.849976,818,830.299988,806.8479,1448888
2014-07-10,830.299988,848,812.25,823.349976,800.094177,2464386
2014-07-11,821.099976,831.450012,808.799988,811.799988,788.870361,2299695
2014-07-14,815,820,807.150024,817.450012,794.360901,1230402
2014-07-15,820.75,828.799988,816.5,826.799988,803.446655,1523009
2014-07-16,829.5,838.5,817.900024,835.75,812.143921,2397325
2014-07-17,838.700012,839,829.5,831.799988,808.305481,1259775
2014-07-18,828.900024,836.799988,822,832.450012,808.937195,1822108
2014-07-21,841.700012,846.950012,825.25,827.450012,804.078369,2453414
2014-07-22,829.900024,842.650024,827,839.849976,816.128113,1742588
2014-07-23,843.099976,845,835,836.299988,812.678406,1962463
2014-07-24,836,844,833,842.25,818.460388,1069650
2014-07-25,841,849.799988,834.150024,835.5,811.901001,2666488
2014-07-28,838.5,839.799988,828,829.549988,806.119019,971238
2014-07-30,831,841.900024,826.849976,838.799988,815.107849,1171345
2014-07-31,837.900024,839.900024,828.549988,834,810.443359,2975336
2014-08-01,826.049988,827.799988,812,815.450012,792.417419,1707115
2014-08-04,819,822.700012,807.099976,813,790.036499,1840761
2014-08-05,817,823,809.900024,820.200012,797.033142,1519276
2014-08-06,815.049988,819.549988,807.349976,810,787.121216,845350
2014-08-07,812.900024,818.5,810,811.5,788.578857,983435
2014-08-08,805,807.799988,795,796.150024,773.662537,1862670
2014-08-11,801,802.849976,791.400024,792.950012,770.552856,1406556
2014-08-12,801,808.5,792,807.200012,784.40033,1650768
2014-08-13,810,815.75,802.650024,812.400024,789.453552,1959955
2014-08-14,814.099976,831.650024,813.299988,826.700012,803.349609,2968306
2014-08-18,830,834.5,823.599976,832.349976,808.839966,1675542
2014-08-19,833,837.5,822.25,823.849976,800.580017,1973214
2014-08-20,829,834.599976,819,820.549988,797.37323,2358713
2014-08-21,822,835.200012,821,832.5,808.985779,1597620
2014-08-22,834.349976,848.75,828.049988,846.75,822.833252,2503822
2014-08-25,843,852.799988,837.200012,843.450012,819.626526,1664016
2014-08-26,844.5,848.5,838.099976,842.5,818.703308,1041314
2014-08-27,846,846,834,836.599976,812.96991,1213242
2014-08-28,837.5,845.5,834,843.549988,819.723633,1997863
2014-09-01,845.900024,849,838.599976,841.200012,817.440063,1038664
2014-09-02,843.099976,861.099976,838.650024,859.200012,834.931519,2860563
2014-09-03,865,865,851.599976,856.650024,832.453552,2308695
2014-09-04,858.049988,859,848.5,851.849976,827.789185,1601742
2014-09-05,852,855.549988,844.099976,848.450012,824.485229,958802
2014-09-08,851,867.799988,849.450012,864.75,840.324829,2447086
2014-09-09,860.099976,869.900024,857.799988,865.599976,841.150757,1915261
2014-09-10,865,865,854.099976,857.299988,833.085205,1078563
2014-09-11,857.400024,863.099976,853,854.349976,830.218628,1633216
2014-09-12,850.099976,858,848.950012,855.700012,831.530457,1521639
